,id,movie keywords,movie budget,movie genre,movie original language,movie release date,movie revenue,movie runtime,movie spoken languages,vote_average,movie title,movie rating,book authors,book rating,book pages,book publisher,book ratings sum,movie return
50,1259,"[{'id': 572, 'name': 'sex'}, {'id': 596, 'name': 'adultery'}, {'id': 818, 'name': 'based on novel'}, {'id': 977, 'name': 'cat'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1328, 'name': 'secret'}, {'id': 1523, 'name': 'obsession'}, {'id': 1936, 'name': 'blackmail'}, {'id': 2483, 'name': 'nudity'}, {'id': 3182, 'name': 'seduction'}, {'id': 5321, 'name': 'studio'}, {'id': 6054, 'name': 'friendship'}, {'id': 6844, 'name': 'stalker'}, {'id': 9673, 'name': 'love'}, {'id': 9957, 'name': 'loneliness'}, {'id': 10508, 'name': 'teacher'}, {'id': 11937, 'name': 'conservative'}, {'id': 12105, 'name': 'student'}, {'id': 13130, 'name': 'teenager'}, {'id': 14534, 'name': 'relationship'}, {'id': 14893, 'name': 'art'}, {'id': 18051, 'name': 'female stalker'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 46954, 'name': 'journal'}, {'id': 167310, 'name': 'sitting on a toilet'}]",15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2006-12-25,49469904.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",6.9,Notes on a Scandal,3.73,Zoë Heller,3.71,244,Penguin,9334,3.2979936
51,2270,"[{'id': 616, 'name': 'witch'}, {'id': 818, 'name': 'based on novel'}, {'id': 1605, 'name': 'new love'}, {'id': 3071, 'name': 'prince'}, {'id': 3258, 'name': 'beauty'}, {'id': 3412, 'name': 'star'}, {'id': 4152, 'name': 'kingdom'}, {'id': 4372, 'name': 'wall'}, {'id': 6998, 'name': 'falling star'}, {'id': 9920, 'name': 'royalty'}, {'id': 10048, 'name': 'unrequited love'}, {'id': 10842, 'name': 'good vs evil'}, {'id': 170771, 'name': 'fratricide'}]",70000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",en,2007-08-09,135560026.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.2,Stardust,3.82,Neil Gaiman,4.08,248,Harper Perennial,30442,1.9365718
52,4347,"[{'id': 818, 'name': 'based on novel'}, {'id': 1156, 'name': 'sister sister relationship'}, {'id': 1486, 'name': 'flirt'}, {'id': 1578, 'name': 'loss of sister'}, {'id': 1605, 'name': 'new love'}, {'id': 1956, 'name': 'world war ii'}, {'id': 3096, 'name': 'book'}, {'id': 5477, 'name': 'mistake'}, {'id': 6139, 'name': 'innocence'}, {'id': 10818, 'name': 'author'}, {'id': 11436, 'name': 'redemption'}, {'id': 13088, 'name': 'summer'}]",30000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2007-08-29,129266061.0,123.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",7.4,Atonement,3.74,Ian McEwan,3.9,372,Vintage,30283,4.3088687
53,3469,"[{'id': 818, 'name': 'based on novel'}, {'id': 931, 'name': 'jealousy'}, {'id': 1450, 'name': 'shepherd'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 4932, 'name': 'farm'}, {'id': 8250, 'name': 'victorian england'}, {'id': 11332, 'name': 'farm life'}, {'id': 17953, 'name': 'country'}, {'id': 157788, 'name': 'british soldier'}, {'id': 191100, 'name': 'romantic drama'}]",,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1967-01-01,,166.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.5,Far from the Madding Crowd,3.45,Thomas Hardy/Suzanne Keen,3.94,400,Signet Classics,179639,
54,42173,"[{'id': 128, 'name': 'love triangle'}, {'id': 818, 'name': 'based on novel'}, {'id': 1442, 'name': 'winter'}, {'id': 1523, 'name': 'obsession'}, {'id': 4618, 'name': 'step daughter'}, {'id': 10183, 'name': 'independent film'}, {'id': 10807, 'name': 'salt lake city'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 187056, 'name': 'woman director'}]",,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1979-10-19,,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",10.0,Chilly Scenes of Winter,3.21,Ann Beattie,3.91,288,Vintage,15225,
55,76235,"[{'id': 818, 'name': 'based on novel'}, {'id': 1731, 'name': 'writing'}, {'id': 1899, 'name': 'hunger'}, {'id': 13028, 'name': 'writer'}, {'id': 192687, 'name': 'oslo'}]",,"[{'id': 18, 'name': 'Drama'}]",da,1966-08-19,,112.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",7.5,Hunger,3.47,Lan Samantha Chang,3.92,192,Penguin Books,42645,
56,85514,"[{'id': 818, 'name': 'based on novel'}, {'id': 15246, 'name': 'sabotage'}]",,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",en,1958-02-08,,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",5.3,The Quiet American,3.35,Graham Greene/Robert  Stone,3.97,180,Penguin Classics Deluxe Editions,1848,
57,16182,"[{'id': 818, 'name': 'based on novel'}, {'id': 3358, 'name': 'haunted house'}, {'id': 15032, 'name': 'gothic horror'}, {'id': 156321, 'name': 'tv movie'}]",,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,1989-12-24,,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.7,The Woman in Black,3.46,Susan Hill/John Lawrence,3.71,138,David R. Godine Publisher,11271,
58,1984,"[{'id': 818, 'name': 'based on novel'}, {'id': 2136, 'name': 'television'}, {'id': 2964, 'name': 'future'}, {'id': 4565, 'name': 'dystopia'}, {'id': 8202, 'name': 'big brother'}, {'id': 178712, 'name': 'totalitarianism'}]",,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",en,1956-03-06,,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.0,1984,3.71,George Orwell/Erich Fromm,4.18,268,Signet Classics,134985,
59,14326,"[{'id': 818, 'name': 'based on novel'}, {'id': 966, 'name': 'beach'}, {'id': 5809, 'name': 'marriage crisis'}, {'id': 5922, 'name': 'north carolina'}, {'id': 9840, 'name': 'romance'}, {'id': 157337, 'name': 'inn'}, {'id': 176793, 'name': 'middle age'}]",,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2008-09-26,84375061.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",5.9,Nights in Rodanthe,3.01,Nicholas Sparks,3.84,212,Warner Books,17485,
60,24420,"[{'id': 520, 'name': 'chicago'}, {'id': 572, 'name': 'sex'}, {'id': 818, 'name': 'based on novel'}, {'id': 2483, 'name': 'nudity'}, {'id': 2913, 'name': 'diary'}, {'id': 2964, 'name': 'future'}, {'id': 3667, 'name': 'time'}, {'id': 4379, 'name': 'time travel'}, {'id': 6038, 'name': 'marriage'}, {'id': 9673, 'name': 'love'}, {'id': 9840, 'name': 'romance'}, {'id': 9935, 'name': 'travel'}, {'id': 10703, 'name': 'tragic love'}, {'id': 14534, 'name': 'relationship'}, {'id': 176056, 'name': 'time traveler'}, {'id': 201484, 'name': 'complication'}]",39000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",en,2009-08-14,101229792.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.7,The Time Traveler's Wife,3.58,Audrey Niffenegger,3.97,518,MacAdam/Cage,38,2.595635692307692
61,43893,"[{'id': 818, 'name': 'based on novel'}]",,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",en,1935-04-02,,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.2,Les Misérables,3.61,Victor Hugo/Charles E. Wilbour,4.17,1260,Modern Library,834,
62,17979,"[{'id': 65, 'name': 'holiday'}, {'id': 818, 'name': 'based on novel'}, {'id': 8250, 'name': 'victorian england'}, {'id': 10594, 'name': 'money'}, {'id': 33965, 'name': 'christmas eve'}, {'id': 33966, 'name': 'scrooge'}, {'id': 161174, 'name': 'christmas carol'}, {'id': 162846, 'name': 'ghost'}, {'id': 170457, 'name': 'lesson'}, {'id': 180975, 'name': 'charles dickens'}, {'id': 207317, 'name': 'christmas'}]",200000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",en,2009-11-04,325233863.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.6,A Christmas Carol,3.24,Charles Dickens/P.J. Lynch,4.05,160,Candlewick Press,1436,1.626169315
63,34653,"[{'id': 237, 'name': 'gay'}, {'id': 818, 'name': 'based on novel'}, {'id': 11258, 'name': 'suicidal'}, {'id': 13095, 'name': 'death of lover'}, {'id': 41355, 'name': 'teacher student relationship'}, {'id': 172291, 'name': 'grieving'}, {'id': 208992, 'name': '1960s'}]",7000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2009-10-19,,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",7.3,A Single Man,3.8,Christopher Isherwood,4.1,192,Univ Of Minnesota Press,283274,
64,11324,"[{'id': 818, 'name': 'based on novel'}, {'id': 2041, 'name': 'island'}, {'id': 2215, 'name': 'hurricane'}, {'id': 5340, 'name': 'investigation'}, {'id': 10323, 'name': 'psychiatric hospital'}, {'id': 11207, 'name': 'u.s. marshal'}, {'id': 11208, 'name': 'conspiracy theory'}, {'id': 208611, 'name': '1950s'}]",80000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,2010-02-18,294804195.0,138.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",7.8,Shutter Island,3.95,Dennis Lehane,4.09,369,HarperTorch,16544,3.6850524375
65,22971,"[{'id': 818, 'name': 'based on novel'}, {'id': 6092, 'name': 'army'}, {'id': 9673, 'name': 'love'}, {'id': 33564, 'name': 'u.s. soldier'}]",25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",en,2010-02-04,114977104.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.6,Dear John,3.13,Nicholas Sparks,4.03,276,Warner Books (NY),9900,4.59908416
66,12155,"[{'id': 818, 'name': 'based on novel'}, {'id': 855, 'name': 'fictional place'}, {'id': 2011, 'name': 'queen'}, {'id': 2486, 'name': 'fantasy'}, {'id': 12552, 'name': 'alice in wonderland'}, {'id': 170362, 'name': 'fantasy world'}, {'id': 209714, 'name': '3d'}]",200000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",en,2010-03-03,1025491110.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.4,Alice in Wonderland,3.16,Lewis Carroll/Jane Carruth/Rene Cloke,4.03,92,Gramercy Books,277047,5.12745555
67,20471,"[{'id': 572, 'name': 'sex'}, {'id': 818, 'name': 'based on novel'}, {'id': 3616, 'name': 'college'}, {'id': 10183, 'name': 'independent film'}, {'id': 13088, 'name': 'summer'}, {'id': 14828, 'name': 'city'}, {'id': 171206, 'name': 'graduate'}]",,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,2008-01-20,,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",3.6,The Mysteries of Pittsburgh,2.5,Michael Chabon,3.64,320,Harper Perennial,18376,
68,12411,"[{'id': 818, 'name': 'based on novel'}, {'id': 3060, 'name': 'race politics'}, {'id': 4106, 'name': 'apartheid'}]",,"[{'id': 18, 'name': 'Drama'}]",en,2008-09-06,,120.0,"[{'iso_639_1': 'af', 'name': 'Afrikaans'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'xh', 'name': ''}, {'iso_639_1': 'zu', 'name': 'isiZulu'}]",6.0,Disgrace,3.54,J.M. Coetzee,3.84,220,Penguin Books,15054,
69,23168,"[{'id': 818, 'name': 'based on novel'}, {'id': 975, 'name': 'money laundering'}, {'id': 1546, 'name': 'ambulance'}, {'id': 1680, 'name': 'boston'}, {'id': 1700, 'name': 'massachusetts'}, {'id': 1929, 'name': 'bank manager'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2778, 'name': 'florist'}, {'id': 2779, 'name': 'flower shop'}, {'id': 3607, 'name': 'hold-up robbery'}, {'id': 8054, 'name': 'volunteer'}, {'id': 8627, 'name': 'stolen money'}, {'id': 9713, 'name': 'friends'}, {'id': 9775, 'name': 'car set on fire'}, {'id': 10847, 'name': 'boston garden'}, {'id': 11148, 'name': 'police chase'}, {'id': 12392, 'name': 'best friend'}, {'id': 155726, 'name': 'fenway park'}]",37000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,2010-09-15,154026136.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.0,The Town,3.75,William Faulkner,4.1,371,Vintage Books,110234,4.162868540540541
70,42188,"[{'id': 634, 'name': 'soul'}, {'id': 818, 'name': 'based on novel'}, {'id': 1647, 'name': 'sadness'}, {'id': 3446, 'name': 'forgiveness'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6271, 'name': 'boarding school'}, {'id': 11628, 'name': 'cloning'}, {'id': 181324, 'name': 'existentialism'}]",15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",en,2010-09-15,9455232.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.8,Never Let Me Go,3.66,Kazuo Ishiguro,3.82,288,Vintage Books,1320,0.6303488
71,33997,"[{'id': 409, 'name': 'africa'}, {'id': 818, 'name': 'based on novel'}, {'id': 3361, 'name': 'vagabund'}, {'id': 3593, 'name': 'wilderness'}, {'id': 4265, 'name': 'somalia'}, {'id': 4522, 'name': 'supermodel'}, {'id': 9672, 'name': 'based on true story'}, {'id': 15053, 'name': 'united nations'}, {'id': 187056, 'name': 'woman director'}]",,"[{'id': 18, 'name': 'Drama'}]",en,2009-09-24,14631377.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'so', 'name': 'Somali'}]",7.2,Desert Flower,3.52,Waris Dirie/Cathleen Miller,4.15,240,William Morrow Paperbacks,13600,
72,49022,"[{'id': 242, 'name': 'new york'}, {'id': 567, 'name': 'alcohol'}, {'id': 818, 'name': 'based on novel'}, {'id': 1328, 'name': 'secret'}, {'id': 1332, 'name': 'cheating'}, {'id': 1421, 'name': 'birthday'}, {'id': 2535, 'name': 'destroy'}, {'id': 9713, 'name': 'friends'}, {'id': 9986, 'name': 'crush'}, {'id': 10909, 'name': 'lawyer'}, {'id': 12392, 'name': 'best friend'}, {'id': 13027, 'name': 'wedding'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 14534, 'name': 'relationship'}, {'id': 33648, 'name': 'celebration'}, {'id': 160765, 'name': 'roses'}, {'id': 170682, 'name': 'lying'}, {'id': 187844, 'name': 'flashback'}, {'id': 202635, 'name': 'engaged'}, {'id': 208502, 'name': 'loyal'}, {'id': 208503, 'name': 'liaison'}, {'id': 208504, 'name': 'confidant'}]",35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2011-05-05,59901913.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",5.9,Something Borrowed,3.17,Rebecca Hagan Lee,4.14,282,Diamond/Charter,207869,1.7114832285714285
73,52505,"[{'id': 818, 'name': 'based on novel'}, {'id': 4516, 'name': 'romantic rivalry'}, {'id': 166625, 'name': 'candlelight vigil'}]",30000000.0,"[{'id': 18, 'name': 'Drama'}]",en,2010-10-28,102000000.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.0,The Other Woman,3.27,Jane Green,3.7,389,Berkley,3816,3.4
74,9364,"[{'id': 392, 'name': 'england'}, {'id': 818, 'name': 'based on novel'}, {'id': 17981, 'name': 'foster sister'}, {'id': 17982, 'name': 'moor'}, {'id': 17984, 'name': 'foster family'}, {'id': 187056, 'name': 'woman director'}]",8000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2011-09-05,100915.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.0,Wuthering Heights,3.05,Emily Brontë,3.85,279,Penguin Books,51484,0.012614375
75,43459,"[{'id': 534, 'name': 'mexico'}, {'id': 658, 'name': 'sea'}, {'id': 818, 'name': 'based on novel'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 2801, 'name': 'self-defense'}, {'id': 5331, 'name': 'village'}, {'id': 5332, 'name': 'greed'}, {'id': 10644, 'name': 'melodrama'}, {'id': 33782, 'name': 'diver'}, {'id': 197644, 'name': 'pearl'}]",,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",es,1947-01-01,,85.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",8.3,The Pearl,3.58,John Steinbeck,3.46,96,Penguin Books,4592,
76,2929,"[{'id': 279, 'name': 'usa'}, {'id': 818, 'name': 'based on novel'}, {'id': 6737, 'name': 'frankenstein'}, {'id': 154802, 'name': 'silent film'}, {'id': 191406, 'name': 'thomas edison'}, {'id': 210184, 'name': '1910s'}, {'id': 223530, 'name': 'creative'}, {'id': 232824, 'name': 'j. searle dawley'}]",,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,1910-03-18,,13.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",6.4,Frankenstein,3.18,Mary Wollstonecraft Shelley/J. Paul Hunter,3.79,336,W. W. Norton & Company,111068,
77,83770,"[{'id': 818, 'name': 'based on novel'}, {'id': 1227, 'name': 'cemetery'}, {'id': 2398, 'name': 'narration'}, {'id': 2483, 'name': 'nudity'}, {'id': 3739, 'name': 'funeral'}, {'id': 4528, 'name': 'song'}, {'id': 6054, 'name': 'friendship'}, {'id': 7312, 'name': 'road trip'}, {'id': 10776, 'name': 'marijuana'}, {'id': 10794, 'name': 'snow'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 13028, 'name': 'writer'}, {'id': 13094, 'name': 'photograph'}, {'id': 15291, 'name': 'on the road'}, {'id': 18049, 'name': 'sex scene'}, {'id': 34030, 'name': 'typewriter'}, {'id': 159431, 'name': 'voice over'}, {'id': 163182, 'name': 'suicide thoughts'}, {'id': 167043, 'name': 'road movie'}, {'id': 168442, 'name': 'denver colorado'}, {'id': 168447, 'name': 'kerouac'}]",25000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",en,2012-05-22,8784318.0,137.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",5.5,On the Road,3.05,Jack Kerouac,3.63,320,Penguin Books,565524,0.35137272
78,75595,"[{'id': 387, 'name': 'california'}, {'id': 572, 'name': 'sex'}, {'id': 708, 'name': 'runaway'}, {'id': 818, 'name': 'based on novel'}, {'id': 9713, 'name': 'friends'}, {'id': 12670, 'name': 'los angeles'}, {'id': 170457, 'name': 'lesson'}, {'id': 200234, 'name': 'shocking'}, {'id': 200235, 'name': 'consequences'}]",,"[{'id': 18, 'name': 'Drama'}]",en,2011-01-23,,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.0,Little Birds,3.34,Anaïs Nin,3.72,148,Mariner Books,2152,
79,42203,"[{'id': 715, 'name': 'chocolate'}, {'id': 818, 'name': 'based on novel'}, {'id': 4617, 'name': 'insurance fraud'}, {'id': 40958, 'name': 'russian immigrant\xa0'}, {'id': 161891, 'name': 'doppelganger'}]",,"[{'id': 18, 'name': 'Drama'}]",de,1978-05-19,,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.0,Despair,3.0,Vladimir Nabokov,3.92,163,Penguin Classics,117,
80,64682,"[{'id': 818, 'name': 'based on novel'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1523, 'name': 'obsession'}, {'id': 3929, 'name': 'hope'}, {'id': 209714, 'name': '3d'}]",105000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2013-05-10,351040419.0,143.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.3,The Great Gatsby,3.51,Kathleen Parkinson/F. Scott Fitzgerald,3.88,144,Penguin Global,21823,3.3432420857142855
81,121674,"[{'id': 818, 'name': 'based on novel'}, {'id': 180975, 'name': 'charles dickens'}]",,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2012-11-30,258656.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.3,Great Expectations,3.39,Charles Dickens/David Trotter/Charlotte Mitchell,3.77,512,Penguin Books,766867,
82,31332,"[{'id': 378, 'name': 'prison'}, {'id': 818, 'name': 'based on novel'}, {'id': 1541, 'name': 'nihilism'}, {'id': 3739, 'name': 'funeral'}, {'id': 9826, 'name': 'murder'}, {'id': 157213, 'name': 'death of mother'}, {'id': 159103, 'name': 'mourning'}]",,"[{'id': 18, 'name': 'Drama'}]",it,1967-10-14,,104.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",7.2,The Stranger,3.12,Albert Camus/Stuart Gilbert,3.98,154,Vintage,29189,
83,137321,"[{'id': 818, 'name': 'based on novel'}]",60000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",en,2014-02-13,30800231.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.0,Winter's Tale,3.07,Mark Helprin,3.5,748,Mariner Books,1027,0.5133371833333333
84,197796,"[{'id': 818, 'name': 'based on novel'}, {'id': 2343, 'name': 'magic'}, {'id': 3098, 'name': 'castle'}, {'id': 3205, 'name': 'fairy tale'}, {'id': 4375, 'name': 'transformation'}, {'id': 5774, 'name': 'forest'}, {'id': 9673, 'name': 'love'}, {'id': 9887, 'name': 'surrealism'}, {'id': 10541, 'name': 'curse'}, {'id': 11851, 'name': 'man beast'}, {'id': 161271, 'name': 'beast'}, {'id': 161678, 'name': 'giant man'}, {'id': 163545, 'name': 'healing power'}, {'id': 179411, 'name': 'based on fairy tale'}, {'id': 205614, 'name': 'picturesque'}]",33000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",fr,2014-02-12,49100000.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",5.8,Beauty and the Beast,3.34,Max Eilenberg/Angela Barrett,4.37,64,Candlewick Press,160706,1.4878787878787878
85,64923,"[{'id': 818, 'name': 'based on novel'}, {'id': 4344, 'name': 'musical'}]",,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",en,1977-01-01,,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",4.0,Gulliver's Travels,1.67,Jonathan Swift/Robert DeMaria Jr.,3.57,306,Penguin,23157,
86,41415,"[{'id': 818, 'name': 'based on novel'}, {'id': 40847, 'name': 'near future'}, {'id': 206850, 'name': 'canuxploitation'}]",,"[{'id': 878, 'name': 'Science Fiction'}]",en,1979-05-04,,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",4.5,The Shape of Things to Come,1.25,H.G. Wells/John Clute,3.61,530,Penguin Books Limited,38964,
87,152745,"[{'id': 818, 'name': 'based on novel'}, {'id': 11004, 'name': 'rural setting'}, {'id': 12987, 'name': 'poverty'}, {'id': 193278, 'name': 'deep south'}, {'id': 208518, 'name': 'burial'}]",,"[{'id': 18, 'name': 'Drama'}]",en,2013-10-09,,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",5.8,As I Lay Dying,3.56,William Faulkner/E.L. Doctorow,3.71,231,Modern Library,1234256,
88,273510,"[{'id': 818, 'name': 'based on novel'}, {'id': 193924, 'name': 'adulteress'}, {'id': 195013, 'name': 'costume drama'}, {'id': 237295, 'name': 'extra marital affair'}]",,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2000-06-02,,180.0,[],4.0,Madame Bovary,2.83,Gustave Flaubert/Geoffrey Wall/Michèle Roberts,3.67,327,Penguin Classics,768872,
89,42759,"[{'id': 818, 'name': 'based on novel'}]",,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,1972-11-30,,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.8,The Call of the Wild,3.5,Jack London/Avi,3.86,172,Scholastic,931,
