,id,movie keywords,movie budget,movie genre,movie original language,movie release date,movie revenue,movie runtime,movie spoken languages,vote_average,movie title,movie rating,book authors,book rating,book pages,book publisher,book ratings sum,movie return
90,28468,"[{'id': 255, 'name': 'male nudity'}, {'id': 293, 'name': 'female nudity'}, {'id': 459, 'name': 'sexual obsession'}, {'id': 472, 'name': 'bathroom'}, {'id': 572, 'name': 'sex'}, {'id': 596, 'name': 'adultery'}, {'id': 818, 'name': 'based on novel'}, {'id': 931, 'name': 'jealousy'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1523, 'name': 'obsession'}, {'id': 1691, 'name': 'dance'}, {'id': 1755, 'name': 'fascism'}, {'id': 2483, 'name': 'nudity'}, {'id': 2913, 'name': 'diary'}, {'id': 3182, 'name': 'seduction'}, {'id': 3201, 'name': 'orgasm'}, {'id': 3508, 'name': 'underwear'}, {'id': 3739, 'name': 'funeral'}, {'id': 5091, 'name': 'kiss'}, {'id': 6930, 'name': 'fondling'}, {'id': 9714, 'name': 'remake'}, {'id': 9772, 'name': 'pubic hair'}, {'id': 9785, 'name': 'perversion'}, {'id': 9835, 'name': 'sexual fantasy'}, {'id': 10053, 'name': 'sexploitation'}, {'id': 10968, 'name': 'lingerie'}, {'id': 11190, 'name': 'sexual attraction'}, {'id': 11501, 'name': 'cheating wife'}, {'id': 11510, 'name': 'unfaithfulness'}, {'id': 11513, 'name': 'cheating husband'}, {'id': 11518, 'name': 'sexual tension'}, {'id': 12090, 'name': 'cross dressing'}, {'id': 13072, 'name': 'falling in love'}, {'id': 13094, 'name': 'photograph'}, {'id': 14669, 'name': 'older man younger woman relationship'}, {'id': 14765, 'name': 'church'}, {'id': 14794, 'name': 'lust'}, {'id': 15166, 'name': 'photo shoot'}, {'id': 33513, 'name': 'desire'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 41260, 'name': 'sensuality'}, {'id': 41404, 'name': 'sexual desire'}, {'id': 148534, 'name': 'cunnilingus'}, {'id': 155477, 'name': 'softcore'}, {'id': 155675, 'name': 'female masturbation'}, {'id': 155755, 'name': 'mysterious woman'}, {'id': 156260, 'name': 'stripping'}, {'id': 158628, 'name': 'foreign language adaptation'}, {'id': 159278, 'name': 'obsessive love'}, {'id': 159601, 'name': 'cuckold'}, {'id': 161298, 'name': 'public urination'}, {'id': 163335, 'name': 'man with glasses'}, {'id': 164346, 'name': 'praying'}, {'id': 164636, 'name': 'pearl necklace'}, {'id': 169734, 'name': 'cameraman'}, {'id': 169815, 'name': 'exhibitionism'}, {'id': 174534, 'name': 'young wife'}, {'id': 181041, 'name': 'garter'}, {'id': 186107, 'name': 'sexual exploration'}, {'id': 187844, 'name': 'flashback'}, {'id': 190370, 'name': 'erotic movie'}, {'id': 191071, 'name': 'cheat on wife'}, {'id': 193924, 'name': 'adulteress'}, {'id': 207807, 'name': 'erotic fantasy'}, {'id': 211121, 'name': 'exhibitionist'}, {'id': 212473, 'name': 'man and woman in a bed'}, {'id': 212497, 'name': 'reference to benito mussolini'}, {'id': 212509, 'name': 'adulterer'}]",,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",it,1983-10-18,,110.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",5.0,The Key,3.33,Lynsay Sands,4.04,313,Leisure Books,510,
91,55321,"[{'id': 818, 'name': 'based on novel'}, {'id': 1739, 'name': 'holocaust'}, {'id': 11508, 'name': 'jewish'}]",,"[{'id': 18, 'name': 'Drama'}]",en,1980-11-17,,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",0.0,The Diary of Anne Frank,3.25,Frances Goodrich/Albert Hackett/Wendy Kesselman,4.06,70,Dramatists Play Service,3532,
92,197592,"[{'id': 818, 'name': 'based on novel'}, {'id': 33519, 'name': 'courtroom'}, {'id': 156321, 'name': 'tv movie'}]",,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",en,1983-02-19,,189.0,"[{'iso_639_1': 'en', 'name': 'English'}]",4.5,Rage of Angels,2.5,Sidney Sheldon,3.93,512,HarperCollins Publishers,1548,
93,193687,"[{'id': 128, 'name': 'love triangle'}, {'id': 818, 'name': 'based on novel'}, {'id': 931, 'name': 'jealousy'}, {'id': 1618, 'name': 'radiation'}, {'id': 2025, 'name': 'tractor'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4932, 'name': 'farm'}, {'id': 5385, 'name': 'survivor'}, {'id': 6150, 'name': 'faith'}, {'id': 14765, 'name': 'church'}, {'id': 18139, 'name': 'nuclear war'}, {'id': 40879, 'name': 'drunk'}, {'id': 180222, 'name': 'valley'}, {'id': 188658, 'name': 'water wheel'}, {'id': 217157, 'name': 'open ended'}]",,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,2015-08-13,121461.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",5.6,Z for Zachariah,3.01,Robert C. O'Brien,3.66,250,Simon Pulse,1022,
94,85827,"[{'id': 818, 'name': 'based on novel'}, {'id': 2041, 'name': 'island'}, {'id': 10085, 'name': 'betrayal'}, {'id': 10349, 'name': 'survival'}, {'id': 15174, 'name': 'ecology'}, {'id': 33480, 'name': 'environmental'}]",,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",en,1964-09-10,,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",5.7,Island of the Blue Dolphins,3.0,Scott O'Dell/Tantoo Cardinal,3.83,4,Listening Library (Audio),1253,
95,95807,"[{'id': 818, 'name': 'based on novel'}]",,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,2011-11-30,,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",3.7,Ricochet,5.0,Sandra Brown,3.97,400,Simon & Schuster,749,
96,68730,"[{'id': 186, 'name': 'christianity'}, {'id': 233, 'name': 'japan'}, {'id': 440, 'name': 'missionary'}, {'id': 818, 'name': 'based on novel'}, {'id': 10085, 'name': 'betrayal'}, {'id': 13006, 'name': 'torture'}, {'id': 41611, 'name': 'martyrdom'}, {'id': 179567, 'name': 'crisis of faith'}, {'id': 189398, 'name': 'portuguese'}, {'id': 207941, 'name': '17th century'}, {'id': 214891, 'name': 'shogunate'}, {'id': 220888, 'name': 'jesuit priest'}, {'id': 220890, 'name': 'religious persecution'}, {'id': 226417, 'name': 'religious icon'}, {'id': 226419, 'name': 'apostasy'}]",46000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,2016-12-22,23737523.0,161.0,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]",7.0,Silence,3.57,Shūsaku Endō/William Johnston,4.08,201,Taplinger Publishing,31467,0.5160331086956522
97,49249,"[{'id': 818, 'name': 'based on novel'}, {'id': 4319, 'name': 'french revolution'}, {'id': 180975, 'name': 'charles dickens'}]",,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,1980-12-02,,162.0,"[{'iso_639_1': 'en', 'name': 'English'}]",4.6,A Tale of Two Cities,2.5,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,3.84,496,Simon  Schuster,11492,
98,84782,"[{'id': 818, 'name': 'based on novel'}, {'id': 4066, 'name': 'windmill'}, {'id': 215184, 'name': 'chivalry'}]",,"[{'id': 18, 'name': 'Drama'}]",ru,1957-05-23,,100.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",7.4,Don Quixote,4.25,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,3.87,940,Ecco,59152,
99,328387,"[{'id': 818, 'name': 'based on novel'}, {'id': 1576, 'name': 'technology'}, {'id': 11615, 'name': 'internet'}, {'id': 12361, 'name': 'hacking'}, {'id': 13130, 'name': 'teenager'}, {'id': 14512, 'name': 'new york city'}, {'id': 18249, 'name': 'game'}, {'id': 186846, 'name': 'adaptation'}, {'id': 201871, 'name': 'dare'}, {'id': 212562, 'name': 'cellphone video'}, {'id': 223438, 'name': 'based on young adult novel'}, {'id': 229980, 'name': 'smartphone'}, {'id': 235098, 'name': 'taking a risk'}]",19000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",en,2016-07-27,85241496.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.1,Nerve,3.47,Dick Francis,4.04,320,Jove,326098,4.48639452631579
100,207932,"[{'id': 131, 'name': 'italy'}, {'id': 818, 'name': 'based on novel'}, {'id': 1295, 'name': 'europe'}, {'id': 1453, 'name': 'amnesia'}, {'id': 3096, 'name': 'book'}, {'id': 9663, 'name': 'sequel'}, {'id': 9826, 'name': 'murder'}, {'id': 11001, 'name': 'religion'}, {'id': 228477, 'name': 'symbology'}]",75000000.0,"[{'id': 53, 'name': 'Thriller'}]",en,2016-10-13,220021259.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",5.7,Inferno,3.02,Dante Alighieri/Allen Mandelbaum/Barry Moser/Gabriel Marruzzo/Laury Magnus,4,396,Bantam Books,1538,2.9336167866666667
101,198795,"[{'id': 818, 'name': 'based on novel'}, {'id': 1501, 'name': 'allegory'}, {'id': 1715, 'name': 'symbolism'}, {'id': 2940, 'name': 'mexican revolution'}, {'id': 9887, 'name': 'surrealism'}, {'id': 33841, 'name': 'incest'}, {'id': 156580, 'name': 'ghost story'}, {'id': 157171, 'name': 'nonlinear timeline'}, {'id': 163578, 'name': 'land owner'}, {'id': 166701, 'name': 'ghost town'}]",,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,1967-06-08,,104.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",6.0,Pedro Páramo,3.75,Juan Rulfo,4.05,122,Anagrama,120302,
102,332794,"[{'id': 818, 'name': 'based on novel'}, {'id': 5565, 'name': 'biography'}, {'id': 222551, 'name': 'environmental activist'}, {'id': 231641, 'name': 'unfaithful husband'}, {'id': 232067, 'name': 'singing around campfire'}, {'id': 232068, 'name': 'frenchman abroad'}, {'id': 232069, 'name': 'singing on a boat'}]",21363000.0,"[{'id': 12, 'name': 'Adventure'}]",fr,2016-10-12,,122.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",7.1,The Odyssey,3.62,Homer/Robert Fagles/Bernard Knox,3.76,541,Penguin Classics,21851,
103,95647,"[{'id': 818, 'name': 'based on novel'}]",,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,2002-09-19,,117.0,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]",5.6,The Stone Raft,3.0,José Saramago/Giovanni Pontiero,3.8,292,Mariner Books,4053,
104,75294,"[{'id': 818, 'name': 'based on novel'}]",,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",ru,1984-01-12,,89.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",5.0,The Invisible Man,2.5,H.G. Wells,3.64,208,Scholastic Paperbacks,1030,
